Date,GS,JPM,AXP
1999-05-07,55.667686462402344,26.376474380493164,28.75040054321289
1999-05-14,52.71063995361328,26.607839584350586,25.828659057617188
1999-05-21,50.69233322143555,26.565773010253906,25.668575286865234
1999-05-28,51.020870208740234,24.35721778869629,25.84200668334961
1999-06-04,49.096458435058594,25.0092716217041,26.735870361328125
1999-06-11,47.500572204589844,24.651700973510742,25.942062377929688
1999-06-18,48.67402648925781,26.96541976928711,26.615785598754883
1999-06-25,49.753578186035156,27.322999954223633,26.13550567626953
1999-07-02,53.273887634277344,28.7634334564209,29.429616928100586
1999-07-09,50.50458526611328,28.80569839477539,28.547536849975586
1999-07-16,51.11477279663086,27.664461135864258,29.05541229248047
1999-07-23,48.110748291015625,27.57992172241211,28.98858642578125
1999-07-30,48.29853057861328,26.058271408081055,28.173315048217773
1999-08-06,42.24360656738281,25.614463806152344,26.315582275390625
1999-08-13,47.50885772705078,26.755680084228516,28.80147361755371
1999-08-20,46.89736557006836,28.319622039794922,30.552274703979492
1999-08-27,46.33290100097656,28.108278274536133,30.92650604248047
1999-09-03,47.50885772705078,28.742286682128906,30.365175247192383
1999-09-10,47.48533630371094,26.18507194519043,29.937501907348633
1999-09-17,45.20397186279297,26.22734832763672,29.910757064819336
1999-09-24,46.615116119384766,25.48765754699707,29.16233253479004
1999-10-01,44.545448303222656,25.04384422302246,28.093122482299805
1999-10-08,48.120365142822266,25.69329071044922,32.060340881347656
1999-10-15,44.96879196166992,22.611793518066406,28.914535522460938
1999-10-22,49.392303466796875,27.414676666259766,31.832761764526367
1999-10-29,53.539737701416016,29.667356491088867,32.983985900878906
1999-11-05,55.56632995605469,29.32733154296875,32.07371520996094
1999-11-12,60.137969970703125,28.90229034423828,33.03755187988281
1999-11-19,60.27935028076172,28.222246170043945,33.19816589355469
1999-11-26,58.29988098144531,26.883384704589844,32.689491271972656
1999-12-03,59.6195068359375,27.88221549987793,33.6800537109375
1999-12-10,61.83463668823242,26.840877532958984,35.92898941040039
1999-12-17,60.46788787841797,24.73696517944336,33.224945068359375
1999-12-31,71.02501678466797,26.415842056274414,35.60772705078125
2000-01-07,62.258792877197266,24.87692642211914,32.69795227050781
2000-01-14,64.56819152832031,25.261619567871094,34.2128791809082
2000-01-21,64.70398712158203,24.94104766845703,32.537086486816406
2000-01-28,65.6950912475586,26.223358154296875,33.94472885131836
2000-02-04,63.94886779785156,27.95447540283203,34.628456115722656
2000-02-11,64.27924346923828,28.253692626953125,32.92585372924805
2000-02-18,61.022804260253906,25.560827255249023,29.65472412109375
2000-02-25,67.39408111572266,25.945524215698242,26.758962631225586
2000-03-03,77.39936065673828,27.740764617919922,28.63585090637207
2000-03-10,84.7617416381836,26.907257080078125,27.174560546875
2000-03-17,87.9709701538086,31.117528915405273,30.807680130004883
2000-03-24,91.60496520996094,32.89139938354492,33.381683349609375
2000-03-31,79.47591400146484,29.81383514404297,31.947195053100586
2000-04-07,77.39936065673828,29.6900691986084,29.82901954650879
2000-04-14,62.48583984375,27.11206817626953,28.74308967590332
2000-04-28,70.50479125976562,24.791851043701172,32.123111724853516
2000-05-05,67.95304870605469,24.813337326049805,31.5053768157959
2000-05-12,63.34562683105469,24.6199893951416,32.39171600341797
2000-05-19,63.936309814453125,24.920757293701172,32.432003021240234
2000-05-26,52.78407287597656,24.2332820892334,31.626235961914062
2000-06-02,65.68478393554688,27.73507308959961,36.420528411865234
2000-06-09,62.94392013549805,25.200040817260742,34.688148498535156
2000-06-16,68.0002670288086,23.427650451660156,33.197471618652344
2000-06-23,65.02323150634766,24.168840408325195,34.567256927490234
2000-06-30,71.66253662109375,23.749916076660156,33.600372314453125
2000-07-07,71.78070068359375,25.992876052856445,34.70084762573242
2000-07-14,78.77445220947266,27.25847053527832,36.5165901184082
2000-07-21,78.91574096679688,27.38015365600586,38.251644134521484
2000-07-28,74.56303405761719,25.11673355102539,36.1534423828125
2000-08-04,84.214599609375,27.226016998291016,38.61479568481445
2000-08-11,90.74360656738281,26.998868942260742,38.574432373046875
2000-08-18,88.56726837158203,26.349849700927734,37.767433166503906
2000-08-25,90.36508178710938,27.031309127807617,36.5165901184082
2000-09-01,98.12421417236328,29.237945556640625,37.72708511352539
2000-09-08,94.05542755126953,30.016759872436523,39.13932800292969
2000-09-15,94.52853393554688,25.506120681762695,38.2919807434082
2000-09-22,86.9586410522461,24.532611846923828,37.928836822509766
2000-09-29,86.34364318847656,23.980947494506836,39.22003173828125
2000-10-06,82.41677856445312,22.414506912231445,37.45301055908203
2000-10-13,76.833984375,20.748111724853516,34.86725997924805
2000-10-20,79.53355407714844,20.06195831298828,36.24093246459961
2000-10-27,70.48591613769531,22.316478729248047,36.07933044433594
2000-11-03,76.12288665771484,23.231351852416992,38.543880462646484
2000-11-10,67.59638214111328,22.381820678710938,36.88739776611328
2000-11-17,66.7437744140625,20.715442657470703,36.24093246459961
2000-11-24,61.76992416381836,20.45404815673828,33.21076583862305
2000-12-01,62.14891815185547,19.506498336791992,35.06928253173828
2000-12-08,69.63330078125,20.911487579345703,35.432899475097656
2000-12-15,65.70159912109375,22.969959259033203,35.311683654785156
2000-12-22,74.8913345336914,23.852174758911133,34.38243865966797
2000-12-29,81.04936218261719,23.75414276123047,35.513694763183594
2001-01-05,81.75990295410156,25.771324157714844,33.38331985473633
2001-01-12,82.423095703125,28.075288772583008,31.036396026611328
2001-01-19,84.17284393310547,26.627071380615234,31.481504440307617
2001-01-26,87.01814270019531,28.536069869995117,30.186620712280273
2001-02-02,86.46612548828125,28.77436637878418,31.148052215576172
2001-02-09,81.75434112548828,27.357759475708008,30.448822021484375
2001-02-16,77.01220703125,27.378826141357422,30.57183074951172
2001-02-23,72.86952209472656,24.777347564697266,29.069801330566406
2001-03-02,69.34891510009766,24.119056701660156,28.325241088867188
2001-03-09,66.01046752929688,25.777910232543945,27.66485595703125
2001-03-16,66.42778778076172,23.476594924926758,24.719043731689453
2001-03-23,68.14250946044922,21.96519660949707,23.825578689575195
2001-03-30,64.56888580322266,23.645109176635742,26.739046096801758
2001-04-06,63.885963439941406,21.445356369018555,23.817466735839844
2001-04-20,72.67042541503906,25.379728317260742,26.92522621154785
2001-04-27,70.6041030883789,26.468198776245117,28.37853240966797
2001-05-04,73.84031677246094,26.866405487060547,28.449905395507812
2001-05-11,70.53573608398438,24.657636642456055,27.424787521362305
2001-05-18,73.87833404541016,25.570878982543945,28.352577209472656
2001-05-25,74.41767120361328,25.857593536376953,28.112546920776367
2001-06-01,73.46047973632812,25.958486557006836,27.49616813659668
2001-06-08,72.44252014160156,23.468286514282227,26.59433364868164
2001-06-15,67.831298828125,23.839954376220703,25.26429557800293
2001-06-22,69.96598815917969,24.370908737182617,26.438623428344727
2001-06-29,65.18004608154297,23.61164665222168,25.173458099365234
2001-07-06,63.12891387939453,23.80964469909668,24.886474609375
2001-07-13,65.44596862792969,22.76118278503418,25.588603973388672
2001-07-20,63.014976501464844,23.21586799621582,24.691438674926758
2001-07-27,64.5270767211914,23.64914894104004,25.673112869262695
2001-08-03,65.04438781738281,23.17308235168457,26.297218322753906
2001-08-10,61.46883773803711,22.60069465637207,25.90715980529785
2001-08-17,58.76817321777344,22.188798904418945,24.379377365112305
2001-08-24,61.84919357299805,21.89459228515625,24.840961456298828
2001-08-31,60.9362678527832,21.07614517211914,23.67725944519043
2001-09-07,56.660858154296875,19.792329788208008,22.494049072265625
2001-09-21,51.495365142822266,16.486473083496094,16.649492263793945
2001-09-28,54.27970886230469,18.267784118652344,18.89240074157715
2001-10-05,58.007415771484375,18.047298431396484,18.11672592163086
2001-10-12,62.99030685424805,17.766407012939453,19.550947189331055
2001-10-19,60.670040130615234,18.295787811279297,19.114154815673828
2001-10-26,63.328155517578125,20.283641815185547,20.02684211730957
2001-11-02,62.665313720703125,19.46797752380371,19.51834487915039
2001-11-09,66.1776123046875,21.093900680541992,21.324148178100586
2001-11-16,66.85575103759766,21.288366317749023,21.597949981689453
2001-11-23,68.68424987792969,21.277563095092773,22.40632438659668
2001-11-30,67.80806732177734,20.375463485717773,21.454532623291016
2001-12-07,69.7966079711914,21.482824325561523,22.621458053588867
2001-12-14,68.31094360351562,19.46797752380371,21.030773162841797
2001-12-21,70.32991027832031,19.311328887939453,22.034740447998047
2001-12-28,71.06134033203125,19.743457794189453,23.501548767089844
2002-01-04,73.71270751953125,21.265804290771484,24.645498275756836
2002-01-11,69.44612884521484,20.905920028686523,24.449480056762695
2002-01-18,68.06019592285156,19.580896377563477,24.188127517700195
2002-01-25,66.6030044555664,19.07925033569336,24.168519973754883
2002-02-01,65.15350341796875,17.536117553710938,22.933639526367188
2002-02-08,63.93282699584961,16.969013214111328,22.11690902709961
2002-02-15,63.139366149902344,16.385568618774414,22.00583839416504
2002-02-22,60.270782470703125,15.371354103088379,21.98623275756836
2002-03-01,63.681053161621094,16.17291259765625,24.377609252929688
2002-03-08,68.88422393798828,18.94292449951172,26.442283630371094
2002-03-15,68.66293334960938,19.63542366027832,27.539960861206055
2002-03-22,68.45693969726562,19.19373893737793,26.85391616821289
2002-04-05,65.72566986083984,19.193164825439453,26.646034240722656
2002-04-12,63.32249450683594,18.873836517333984,26.46927261352539
2002-04-19,65.8477554321289,20.78984832763672,28.4333553314209
2002-04-26,60.479248046875,19.264741897583008,27.52987289428711
2002-05-03,60.02076721191406,19.644634246826172,27.39238929748535
2002-05-10,58.64536666870117,19.314298629760742,27.169795989990234
2002-05-17,61.510780334472656,20.97703742980957,28.930925369262695
2002-05-24,59.74570083618164,20.81185531616211,27.844118118286133
2002-05-31,57.65202713012695,19.793291091918945,27.831026077270508
2002-06-07,56.50584030151367,18.548992156982422,25.637815475463867
2002-06-14,55.66534423828125,18.169099807739258,23.54279136657715
2002-06-21,53.907901763916016,18.16358757019043,24.42008399963379
2002-06-28,56.047401428222656,18.675630569458008,23.778474807739258
2002-07-05,56.50584030151367,18.14002799987793,24.50564193725586
2002-07-12,55.89454650878906,16.815288543701172,22.950668334960938
2002-07-19,58.8364143371582,14.527604103088379,20.765817642211914
2002-07-26,53.25891876220703,12.384644508361816,19.794782638549805
2002-08-02,53.95547103881836,13.275223731994629,21.664703369140625
2002-08-09,57.75199890136719,14.66675853729248,23.587093353271484
2002-08-16,60.87498092651367,13.837409973144531,24.14478874206543
2002-08-23,59.933528900146484,14.31052303314209,24.49907875061035
2002-08-30,59.16804885864258,14.694592475891113,23.659259796142578
2002-09-06,55.371517181396484,13.30862045288086,22.766958236694336
2002-09-13,55.876708984375,12.267752647399902,22.432353973388672
2002-09-20,51.55964660644531,11.232455253601074,20.851119995117188
2002-09-27,50.61817169189453,10.20828914642334,20.6542911529541
2002-10-04,47.49519348144531,9.367730140686035,18.7646484375
2002-10-11,49.140869140625,9.735873222351074,20.30370330810547
2002-10-18,54.001399993896484,10.744007110595703,22.230812072753906
2002-10-25,56.726139068603516,11.536924362182617,21.790138244628906
2002-11-01,56.31209945678711,12.188248634338379,23.84221649169922
2002-11-08,56.028472900390625,11.440638542175293,23.38182258605957
2002-11-15,57.69215774536133,12.511077880859375,24.763023376464844
2002-11-22,60.65152359008789,14.153542518615723,25.986377716064453
2002-11-29,60.46748352050781,14.255487442016602,25.604894638061523
2002-12-06,57.117149353027344,13.83637523651123,24.73013687133789
2002-12-13,56.04377746582031,13.377623558044434,23.638322830200195
2002-12-20,55.0931282043457,14.085577011108398,24.34865379333496
2002-12-27,52.16265106201172,13.479562759399414,23.46731948852539
2003-01-03,54.05195236206055,14.902708053588867,24.258386611938477
2003-01-10,57.538673400878906,15.563401222229004,25.168075561523438
2003-01-17,55.74156188964844,15.046341896057129,24.344078063964844
2003-01-24,53.19606018066406,13.679011344909668,22.214872360229492
2003-01-31,52.38832473754883,13.408997535705566,23.421213150024414
2003-02-07,50.54200744628906,12.627663612365723,22.24124526977539
2003-02-14,51.311317443847656,12.552984237670898,21.852313995361328
2003-02-21,52.69602966308594,13.144719123840332,22.181921005249023
2003-02-28,53.42683792114258,13.029821395874023,22.135774612426758
2003-03-07,51.29591369628906,12.805767059326172,21.799583435058594
2003-03-14,51.249755859375,12.214019775390625,22.069862365722656
2003-03-21,55.4654426574707,14.161604881286621,24.957134246826172
2003-03-28,53.9345703125,14.046699523925781,22.557666778564453
2003-04-04,55.4346809387207,14.905045509338379,23.44403076171875
2003-04-11,55.71162033081055,14.91086483001709,22.87576675415039
2003-04-25,58.45637130737305,16.29183006286621,24.243560791015625
2003-05-02,59.01878356933594,17.39893341064453,25.413110733032227
2003-05-09,57.7860221862793,17.527118682861328,26.298545837402344
2003-05-16,59.09585952758789,18.2088565826416,26.840381622314453
2003-05-23,58.67207336425781,18.004919052124023,26.424089431762695
2003-05-30,62.79415512084961,19.146984100341797,27.527572631835938
2003-06-06,68.34158325195312,20.46967124938965,28.531940460205078
2003-06-13,68.70372009277344,20.2191219329834,28.697132110595703
2003-06-20,66.45394134521484,20.277389526367188,28.366737365722656
2003-06-27,63.47217559814453,19.752965927124023,28.02976417541504
2003-07-11,67.27833557128906,21.046106338500977,29.11699676513672
2003-07-18,67.56339263916016,20.793039321899414,30.163503646850586
2003-07-25,66.78040313720703,20.875438690185547,30.2032470703125
2003-08-01,65.76036071777344,19.633621215820312,28.759319305419922
2003-08-08,66.31672668457031,19.41585922241211,29.395166397094727
2003-08-15,67.81586456298828,19.810184478759766,30.137004852294922
2003-08-22,67.22085571289062,19.963207244873047,30.084016799926758
2003-08-29,68.37997436523438,20.139768600463867,29.838951110839844
2003-09-05,70.28861999511719,20.122108459472656,29.93830108642578
2003-09-12,70.11091613769531,20.010297775268555,29.739601135253906
2003-09-19,72.42913818359375,20.88721466064453,31.163654327392578
2003-09-26,65.45128631591797,20.122108459472656,29.713098526000977
2003-10-03,66.96585083007812,20.899715423583984,30.92097282409668
2003-10-10,67.1822280883789,21.10771369934082,31.53832244873047
2003-10-17,67.35994720458984,21.594993591308594,31.757394790649414
2003-10-24,66.50902557373047,20.662017822265625,31.611331939697266
2003-10-31,72.77091217041016,21.333524703979492,31.15330696105957
2003-11-07,75.15782165527344,21.416717529296875,30.86786460876465
2003-11-14,72.69341278076172,21.07205581665039,30.091176986694336
2003-11-21,72.05016326904297,20.7987060546875,29.805742263793945
2003-11-28,74.46035766601562,21.03639030456543,30.34343910217285
2003-12-05,75.97159576416016,20.774927139282227,30.204025268554688
2003-12-12,76.83956146240234,20.852188110351562,30.004884719848633
2003-12-19,74.69288635253906,21.262208938598633,31.339176177978516
2003-12-26,75.90184020996094,21.5236873626709,31.75074577331543
2004-01-02,75.27411651611328,21.964704513549805,31.763126373291016
2004-01-09,75.56085968017578,23.248281478881836,31.856252670288086
2004-01-16,77.87030792236328,23.55417823791504,33.199947357177734
2004-01-23,77.302734375,23.75211524963379,33.23321533203125
2004-01-30,77.34161376953125,23.326248168945312,34.483787536621094
2004-02-06,78.73226928710938,23.830081939697266,35.29532241821289
2004-02-13,82.23614501953125,24.087993621826172,35.68779754638672
2004-02-20,82.75672149658203,24.333919525146484,35.36184310913086
2004-02-27,82.2517318725586,24.603822708129883,35.534793853759766
2004-03-05,84.72230529785156,25.79743003845215,35.10240936279297
2004-03-12,81.52140808105469,24.90372657775879,34.67003631591797
2004-03-19,79.75782012939453,24.789770126342773,33.97823715209961
2004-03-26,80.6046371459961,24.741764068603516,33.27979278564453
2004-04-02,82.31385040283203,25.111757278442383,34.94356918334961
2004-04-16,80.3016586303711,23.739171981811523,33.710567474365234
2004-04-23,78.20184326171875,23.15869903564453,33.50398254394531
2004-04-30,75.351318359375,22.735416412353516,32.624229431152344
2004-05-07,72.46185302734375,22.058195114135742,32.31764221191406
2004-05-14,73.21733856201172,21.5623779296875,32.56421661376953
2004-05-21,71.44940185546875,21.816328048706055,33.077415466308594
2004-05-28,73.13944244384766,22.275876998901367,33.79055404663086
2004-06-04,71.278076171875,22.541929244995117,33.977176666259766
2004-06-18,69.45560455322266,22.511699676513672,34.630313873291016
2004-06-25,73.6379165649414,22.971248626708984,34.2237663269043
2004-07-02,72.90577697753906,23.22938346862793,34.217201232910156
2004-07-09,70.13318634033203,22.46686553955078,33.39582824707031
2004-07-16,67.95246887207031,21.881240844726562,32.541053771972656
2004-07-23,68.38092041015625,22.283857345581055,32.12704086303711
2004-07-30,68.88077545166016,22.77186393737793,33.55607223510742
2004-08-06,66.03776550292969,22.015443801879883,32.94841384887695
2004-08-13,65.80345916748047,22.491268157958984,32.95509338378906
2004-08-20,68.58399200439453,23.57708740234375,33.38913345336914
2004-08-27,70.66938781738281,24.229808807373047,33.38913345336914
2004-09-03,70.45068359375,24.30910873413086,33.562747955322266
2004-09-10,72.73917388916016,24.278600692749023,34.27729415893555
2004-09-17,71.89563751220703,24.187105178833008,34.32404327392578
2004-09-24,73.01256561279297,24.24810791015625,34.1971549987793
2004-10-01,73.3561782836914,24.608007431030273,34.49098205566406
2004-10-08,73.60615539550781,24.3926944732666,34.97119140625
2004-10-15,73.54366302490234,23.832847595214844,35.13851547241211
2004-10-22,72.599853515625,23.051555633544922,34.623146057128906
2004-10-29,77.04827117919922,23.746732711791992,35.52002716064453
2004-11-05,78.9826889038086,24.208139419555664,36.89210510253906
2004-11-12,81.96659088134766,24.097402572631836,37.23344802856445
2004-11-19,80.69788360595703,23.02079963684082,37.2802848815918
2004-11-26,82.10755157470703,23.186899185180664,37.554710388183594
2004-12-03,83.3841323852539,23.414531707763672,37.6484260559082
2004-12-10,85.67882537841797,23.14999008178711,36.93227767944336
2004-12-17,81.25389862060547,23.697509765625,37.42085266113281
2004-12-31,81.48101806640625,23.99896812438965,37.72873306274414
2005-01-07,82.060546875,23.830646514892578,36.060420989990234
2005-01-14,81.62195587158203,23.464508056640625,35.36281967163086
2005-01-21,81.1211166381836,22.868736267089844,34.832916259765625
2005-01-28,83.31144714355469,22.961828231811523,35.41650390625
2005-02-04,86.37319946289062,23.390033721923828,37.442203521728516
2005-02-11,88.53217315673828,23.259700775146484,37.019622802734375
2005-02-18,85.57245635986328,22.65773582458496,36.308597564697266
2005-02-25,86.43602752685547,22.943206787109375,36.61045837402344
2005-03-04,87.55868530273438,23.27831268310547,36.85862350463867
2005-03-11,86.00423431396484,22.409502029418945,35.912864685058594
2005-03-18,86.34181213378906,22.347442626953125,35.14817810058594
2005-04-01,85.80795288085938,21.25520133972168,34.22270202636719
2005-04-08,88.65775299072266,21.62501335144043,34.653011322021484
2005-04-15,83.6019515991211,21.26774024963379,34.10166549682617
2005-04-22,81.99128723144531,21.856945037841797,33.48984909057617
2005-04-29,84.03733825683594,22.245567321777344,35.43293380737305
2005-05-06,82.37688446044922,22.320781707763672,35.6346321105957
2005-05-13,76.97848510742188,21.59994888305664,34.794193267822266
2005-05-20,79.54390716552734,22.60284423828125,35.67498016357422
2005-05-27,75.15277099609375,22.43988037109375,35.802730560302734
2005-06-03,76.56925964355469,22.283174514770508,36.42802047729492
2005-06-10,77.94644927978516,22.207956314086914,36.784366607666016
2005-06-17,81.68438720703125,22.61537742614746,36.86503219604492
2005-06-24,81.58206939697266,22.295713424682617,36.044769287109375
2005-07-01,80.82662200927734,22.189640045166016,36.077877044677734
2005-07-08,83.14019775390625,22.031415939331055,36.34067153930664
2005-07-15,85.38301086425781,22.695959091186523,36.22611999511719
2005-07-22,86.07754516601562,22.531410217285156,36.771934509277344
2005-07-29,84.77610778808594,22.240280151367188,37.06169891357422
2005-08-05,86.52717590332031,22.30988883972168,37.60750961303711
2005-08-12,89.64276885986328,21.7149600982666,38.18702697753906
2005-08-19,87.76545715332031,21.86052703857422,37.80291748046875
2005-08-26,86.56663513183594,21.297245025634766,37.06844711303711
2005-09-02,89.29571533203125,21.588382720947266,37.30428695678711
2005-09-09,91.63044738769531,22.037738800048828,39.211265563964844
2005-09-16,93.38938903808594,22.145336151123047,40.06706237792969
2005-09-23,94.23334503173828,21.56305503845215,38.342002868652344
2005-09-30,95.89762115478516,21.474458694458008,38.70589828491211
2005-10-07,92.7347183227539,21.67142677307129,38.44627380371094
2005-10-14,90.35267639160156,21.786487579345703,37.00320816040039
2005-10-21,93.87486267089844,22.45773696899414,36.385841369628906
2005-10-28,98.45120239257812,23.29517936706543,38.2302131652832
2005-11-04,103.50972747802734,23.85134506225586,38.12217330932617
2005-11-11,102.75096130371094,24.45865821838379,38.932456970214844
2005-11-18,103.99976348876953,24.31163215637207,38.515743255615234
2005-11-25,106.0073471069336,24.84222412109375,40.60706329345703
2005-12-02,103.60456085205078,24.925331115722656,39.82764434814453
2005-12-09,102.48221588134766,25.008438110351562,39.47265625
2005-12-16,99.98455810546875,25.43674659729004,40.07459259033203
2005-12-23,101.25708770751953,25.698850631713867,40.36783981323242
2005-12-30,100.94096374511719,25.372821807861328,39.711883544921875
2006-01-06,101.83411407470703,25.80206871032715,40.7463493347168
2006-01-13,105.3276138305664,25.737577438354492,41.334197998046875
2006-01-20,104.08352661132812,24.531949996948242,39.75632858276367
2006-01-27,110.02264404296875,25.627994537353516,41.22590255737305
2006-02-03,113.03172302246094,25.48614501953125,40.47564697265625
2006-02-10,111.50338745117188,25.737577438354492,40.99388122558594
2006-02-17,115.24893188476562,26.292064666748047,42.115394592285156
2006-02-24,114.15614318847656,26.85942840576172,42.440250396728516
2006-03-03,115.61321258544922,26.814287185668945,41.573970794677734
2006-03-10,112.07359313964844,26.517723083496094,41.94525146484375
2006-03-17,119.0657730102539,26.691791534423828,42.27008819580078
2006-03-24,120.4990234375,27.14310073852539,41.133094787597656
2006-03-31,124.2921142578125,26.846532821655273,40.64582061767578
2006-04-07,127.50715637207031,27.104997634887695,40.07872772216797
2006-04-21,131.6368408203125,27.624998092651367,40.50508499145508
2006-04-28,127.19315338134766,29.49700355529785,41.71439743041992
2006-05-05,130.44662475585938,30.322486877441406,41.66790771484375
2006-05-12,123.87628173828125,28.807998657226562,41.00121307373047
2006-05-19,118.55976104736328,27.78748893737793,40.48957061767578
2006-05-26,121.36080169677734,28.099502563476562,42.17953872680664
2006-06-02,122.27336883544922,28.476505279541016,42.41987228393555
2006-06-09,118.9405288696289,27.365001678466797,41.443092346191406
2006-06-16,114.26679229736328,26.10400390625,41.024471282958984
2006-06-23,117.3773193359375,26.565481185913086,40.76865768432617
2006-06-30,119.36908721923828,27.299991607666016,41.25705337524414
2006-07-07,117.84551239013672,27.79148292541504,40.408721923828125
2006-07-14,111.17202758789062,26.79542350769043,39.85678482055664
2006-07-21,112.98379516601562,28.276405334472656,39.351470947265625
2006-07-28,120.68364715576172,29.803260803222656,40.57197189331055
2006-08-04,121.69389343261719,29.567359924316406,40.587528228759766
2006-08-11,120.19844818115234,28.78753662109375,40.26880645751953
2006-08-18,123.03813171386719,29.953977584838867,41.40378952026367
2006-08-25,119.37120056152344,29.82947540283203,41.13948059082031
2006-09-01,118.63142395019531,29.96709632873535,40.85186004638672
2006-09-08,119.1563720703125,29.65909767150879,40.906253814697266
2006-09-15,129.4254913330078,30.766565322875977,41.78471374511719
2006-09-22,133.25149536132812,30.68137550354004,42.0645637512207
2006-09-29,134.5640411376953,30.773109436035156,43.59602355957031
2006-10-06,139.7184600830078,30.927812576293945,44.110652923583984
2006-10-13,146.2410430908203,31.785808563232422,45.225318908691406
2006-10-20,143.7717742919922,31.099403381347656,45.24091339111328
2006-10-27,150.36268615722656,31.21158790588379,44.64070129394531
2006-11-03,149.13534545898438,30.947601318359375,44.477020263671875
2006-11-10,149.07957458496094,31.422815322875977,45.88007736206055
2006-11-17,155.43927001953125,31.4558162689209,46.64396667480469
2006-11-24,160.6673583984375,31.198402404785156,46.69075393676758
2006-12-01,155.00900268554688,30.366798400878906,45.638431549072266
2006-12-08,163.4567413330078,30.861801147460938,46.63618087768555
2006-12-15,159.2646942138672,31.87822151184082,48.04701614379883
2006-12-22,157.87002563476562,31.607601165771484,47.43125534057617
2006-12-29,158.8742218017578,31.87822151184082,47.290931701660156
2007-01-05,158.6351776123047,31.765216827392578,46.20477294921875
2007-01-12,170.541748046875,31.898155212402344,46.11100769042969
2007-01-19,167.87313842773438,32.409950256347656,45.39212417602539
2007-01-26,170.43576049804688,33.034751892089844,45.204586029052734
2007-02-02,170.37979125976562,33.85231399536133,45.44681167602539
